metric_id,class,disposition,home,subject_verified,home_current_anchor,proposed_edit,reasoning
REW_BEN_SICK_005,MISMAP,PARK,,False,,"REW_BEN_SICK_005.real_anchor -> blank + EST flag (governance-documentation question, no published prevalence); legacy basis distribution 'By-service 25 / Same-for-all 13 / Statutory 4, n=45' PARKED in a parked-anchors note pending a future OSP-eligibility-basis metric (figure already preserved verbatim in REW_BEN_SICK_001 notes as legacy corroboration, 2026-06-21).","Audit finding confirmed: the question ('Are eligibility rules for occupational sick pay clearly defined and documented?', options Yes/Partly/No/DK) is a governance-existence question; the figure is a substance distribution of what eligibility rules say. Suspected home is textual-only ('an OSP eligibility-BASIS metric'), so I searched the register and questions table: no metric asks on what basis O"
EXT_REW_GAP_010,MISMAP,DROP_DUPLICATE,EXT_REW_GAP_009,True,"ANCHORED: 'For roles supporting remote work, 65% of UK employers require a minimum number of office days. Among those: 3 days/week most common (48%), 2 days (32","EXT_REW_GAP_010.real_anchor -> blank + EST flag; the 65%/3-days-48%/2-days-32% attendance block is already present at EXT_REW_GAP_009 (identical CIPD flex-2025 figures and source — duplicate), and the residual 74%-hybrid (42% formal/23% informal) and ~32%-fully-WFH prevalence figures move to the parked-anchors note because no hybrid-prevalence register row exists.",Mis-map confirmed against live question text: EXT_REW_GAP_010 asks permitted work LOCATIONS (options: Anywhere in UK / Within defined UK regions / Internationally with(out) restrictions / Tightly restricted) and the anchor itself concedes 'location specifics... not separately quantified' — no figure in it can calibrate the location distribution. Collision check at the suspected home: EXT_REW_GAP_0
RED_NOTICE_01,MISMAP,DROP_DUPLICATE,REW_Q524161,True,"REW_Q524161: 'Statutory employer-to-employee notice floor: 1 wk (1mth-2yr service), +1 wk per year thereafter, max 12 wks...'; b1785613-...: 'Statutory employee","RED_NOTICE_01.real_anchor -> blank + EST flag; the statutory notice floor already lives, correctly split by direction, at REW_Q524161 (employer-to-employee) and b1785613-96ed-4a64-9fd7-762d0ac65f19 (employee-to-employer) from the same verified statutory source (duplicate); retain the sentence 'redundancy notice follows the same statutory floor' as a context note on RED_NOTICE_01; the handling-mech",Mis-map confirmed: the question asks the handling MECHANISM in redundancy (PILON/worked/garden leave - a categorical practice distribution); the anchor is notice DURATION entitlement in weeks. A statutory weeks-floor cannot calibrate a mechanism split in any direction - structurally identical to the confirmed REW_BEN_SICK_005 pattern the audit cites. Both suggested homes verified against live DB t
REW262_TIME_SICKDAYONE,MISMAP,DROP_DUPLICATE,REW263_PAY_SSPALIGN,True,"SSP reform (ERA 2025): removal of lower earnings limit + day-one; 62% think SSP too low [CIPD H&W 2025, Grade A, base: statutory + sentiment; Brightmine Nov 202","REW262_TIME_SICKDAYONE.real_anchor -> replace the statutory SSP fact with the subject-correct OSP figure already in this row's own notes and identical to REW_BEN_SICK_004's anchor ('OSP waiting period: ~30% eligible from day one; rises to 43% public', CIPD H&W 2025 Fig23, base: orgs with OSP, Grade A — shared across the duplicate pair); the orphaned statutory figure ('Day-one SSP now STATUTORY, ER","Audit finding confirmed: SSP (statutory) and OSP (occupational/discretionary) are different schemes — the abolition of SSP waiting days under ERA 2025 says nothing about whether an employer's OSP scheme has a waiting period, so the statutory fact cannot anchor this OSP question. Home verification: the audit's suspected home ('a statutory SSP-floor / ERA 2025 reform context metric') resolves to a r"
REW263_BEN_PMIMH,MISMAP,DROP_DUPLICATE,REW26_WEL_MH_SUPPORT,True,"real_anchor: 'Mental-health support measures: counselling 43%, phased return 43%, EAP 41%, MHFA 40% (top measures, all orgs)' (CIPD H&W 2025, Fig11); its notes ","REW263_BEN_PMIMH.real_anchor -> blank + EST flag; the 52% 24/7-MH-support and 34% virtual-GP figures already live in REW26_WEL_MH_SUPPORT's notes from the same CIPD H&W 2025 source (duplicate); additionally append the orphan fragment '89% of wellbeing activity includes a mental-health focus (CIPD H&W 2025)' to REW26_WEL_MH_SUPPORT's notes, since that stat exists nowhere else in the register and mu","Mis-map confirmed, including the audit's decisive arithmetic: PMI all-UK prevalence is 18% (REW_BEN_038/044) - or 25% offered-to-all per PMIMH's own notes - so a 52% figure mathematically cannot describe a feature INSIDE PMI schemes; it measures employer-level 24/7 MH-support provision by any route. The anchor's closing line 'PMI increasingly bundles MH cover + digital GP' is an unsourced inferenc"
REW_BEN_039,MISMAP,DROP_DUPLICATE,REW_BEN_038,True,"CIPD 2026 multi-select prevalence table including verbatim: 'Flexible working 40% all / 57% large' (same CIPD Reward Survey Feb 2026 source, n=1,059)",REW_BEN_039.real_anchor -> blank + EST flag; the flexible-working 40% all / 57% large pair already lives verbatim in REW_BEN_038's CIPD 2026 benefit-prevalence table (duplicate).,"Mis-map confirmed: the question asks about a flex-BENEFITS platform (benefit-choice mechanism); the 40%/57% measures flexible WORKING prevalence - pure vocabulary collision on 'flexible', which REW_BEN_039's own notes already warn about ('NB flex-benefits-scheme distinct from flexible-working'). The figure genuinely answers REW_BEN_038's which-benefits-offered question and sits there already with "
REW_BEN_055,MISMAP,DROP_DUPLICATE,EXT_REW_GAP_012,True,"Benefits review: 26% regularly review benefits package to ensure fair; 83% with objectives review (CIPD Reward Survey Feb 2026, RS p31, Grade A) - the identical","REW_BEN_055.real_anchor -> blank + EST flag; the 26% regularly-review figure already anchors EXT_REW_GAP_012 (duplicate, same CIPD Reward 2026 source, RS p31); additionally append the orphan fragment 'cost cited by 42% as a benefits-review factor (CIPD Reward 2026)' to EXT_REW_GAP_012's notes as review-driver detail, since that stat exists nowhere else in the register and must not be lost.","Mis-map confirmed despite the anchor honestly self-labelling 'proxy': reviewing the benefits package periodically (26%) and citing cost as a review factor (42%) are review-process facts, not evidence of a central cost-tracking/total-reward-reporting capability - there is no containment relation between the two subjects (unlike the PLSA necessary-condition case), so even as a knowing proxy it fails"
REW_BEN_100,MISMAP,DROP_DUPLICATE,REW26_BEN_PENSION_MATCH,True,Workplace pension contribution MATCHING plan: 57% of LARGE employers (250+) offer it (Fig24); 56% provide it to all employees (Fig14); FW-policy split 34%/13%. ,"REW_BEN_100.real_anchor -> blank + EST flag; the 57%-large matching figure already lives (in richer form) at REW26_BEN_PENSION_MATCH and the 16%-SME component already lives in REW_BEN_038's table ('Workplace pension matching 57% large / 16% SME'); the dubious '29% all?' fragment must NOT migrate - it is a mis-transcription (29% all is the min-6%-employer-contribution Fig13 figure, and PENSION_MATC","Mis-map confirmed: question is PMI eligibility coverage (employee proportion); anchor is entirely pension-matching employer prevalence - zero overlap, the anchor never mentions medical cover. Live DB text of the home verified: the figure's verified components (57% large offer, 16% SME) genuinely answer the offer-prevalence leg of PENSION_MATCH's question and are already recorded there / at 038 fro"
REW_BEN_102,MISMAP,DROP_DUPLICATE,REW26_BEN_SALSAC,True,"54% offer (large firms), CIPD pension analysis Dec 2025, Grade A; the full pair (54% large / 15% SME) also lives in REW_BEN_038's table ('Pension salary-sacrifi",REW_BEN_102.real_anchor -> blank + EST flag; the 54%-large salsac offer figure already anchors REW26_BEN_SALSAC and the full 54%-large/15%-SME pair already sits in REW_BEN_038's table (duplicate).,"Mis-map confirmed: question asks EMPLOYEE participation/take-up rate; anchor is EMPLOYER offer-prevalence - wrong unit of analysis and wrong variable, same topic word only. Home verified against live DB text: the figure measures employers offering pension salary sacrifice, which the register has already ruled as REW26_BEN_SALSAC's anchor (its notes calibrate the seeded 60% Yes against the 54%). On"
REW_BEN_139,MISMAP,DROP_DUPLICATE,REW_BEN_038,True,REW_BEN_038: 'PMI/health insurance 18% all / 70% large / 17-18% SME' inside the CIPD 2026 prevalence table; REW_BEN_044: 'PMI/private medical insurance: 18% all,"REW_BEN_139.real_anchor -> blank; the '70% large' figure is the relabelled PMI offer-prevalence already present at REW_BEN_038 and REW_BEN_044 (duplicate). RECOMMENDED replacement rather than bare EST, for David to rule: re-anchor 139 with the CIPD Feb 2026 Fig14 provide-to-all split - 'of large employers offering PMI, 50% extend to all staff / 50% restrict by grade/seniority/role; of SME offerers","Relabelling confirmed by triangulation: 038 and 044 both state 70% large = prevalence of OFFERING PMI among large employers; this row retitled the same number 'PMI eligibility', which the question's which-LEVELS-are-eligible matrix cannot be calibrated by (an offer-prevalence contains no within-scheme level split). subject_match_verified=true is asserted against REW_BEN_038, whose which-benefits-o"
REW_INC_132,MISMAP,DROP_DUPLICATE,REW_INC_131,True,"ANCHORED: 'All-employee share plans (AESPs): only ~16% of UK employers operate them. Among performance-linked employers, group schemes incl. all-employee share ","REW_INC_132.real_anchor -> blank + EST flag; the full figure set already lives at REW_INC_131 (identical CIPD PPT 2024 numbers: AESP ~16% in its anchor, profit-share 19-32% / goal-share 24% / org-wide bonus 29-34% in its notes — duplicate), with a forward note that unregistered live questions REW264_INC_SHAREPLAN and REW265_INC_PROFITSHARE are exact-fit homes for the AESP and profit/gain-share com","Mis-map confirmed on both audit axes against the live option set: REW_INC_132 asks LTIP VEHICLE MIX (RSUs / Share options / Performance shares / Cash LTIP) and the anchor supplies none of those — its quantities are employer-prevalence rates for collective schemes, not a share-of-vehicle-types distribution. Home resolution: the audit's textual home ('a group/collective reward scheme prevalence metr"
EXT_REW_GAP_001,RECHECK,CONTEXT_VALUE,,,,"context: value band-split (<GBP50 23.5% / GBP50-200 52.9% / GBP200-500 9.4% / GBP500-1k 3.5%; ~7% no programme) with band edges misaligned to the question's bands and a gift-led-channel base subset (Huggg vendor survey, n=85, Grade C); no marginal","The figure is a spend band-split - the exact form the CONTEXT_VALUE class names - and it fails twice over. (1) Banding: the anchor's finest low band (<GBP50 = 23.5%) is arithmetically contradicted by the seeded headline (GBP26-50 = 35%): a sub-band cannot exceed its containing band, and the anchor cannot discriminate GBP0-25 from GBP26-50 at all, so it cannot calibrate the question's option set. ("
EXT_REW_GAP_006,RECHECK,CONTEXT_VALUE,,,,"context: non-quantitative modal claim ('most commonly Financial Award or Gift', legacy n=42, no percentages) - cannot calibrate a distribution; no marginal. Flag for seed review: modal claim points financial/gift while seeded headline is 'Non-financial recognition 49%'","Subject matches exactly (form in which long-service awards are delivered) and the base (legacy platform, large/FTSE skew) is roughly cohort-like, but the anchor carries no numbers at all - only an ordinal 'most commonly' claim from n=42. A quantity-less claim is not a prevalence and cannot feed a marginal, so the row is context by quantity-type. Separately, the anchor's polarity conflicts with the"
EXT_REW_GAP_012,RECHECK,SINGLE_BASE,,,,"no-blend all-UK 0.26 (review-to-ensure-fair) with purpose caveat + likely-understates-large-cohort caveat; 0.83 objectives-holders base = context, never emit","The 26% is a flat all-UK prevalence (CIPD Reward Feb 2026 p31, Grade A, base field 'all-UK') with no SME/large split published — nothing for the blend to consume, so SINGLE_BASE. Under the class rule an all-UK base qualifies for no-blend emission with caveats, and two must be carried. Purpose caveat: the CIPD item measures review 'to ensure fair' (fairness lens) while the question asks review for "
PROP_674db2fc,RECHECK,SINGLE_BASE,,,,"no-blend all-UK 0.34 (TRS provision); constrains provision limb only, access-rate bands unanchored; caveat: likely understates large-skewed cohort (65% at 1,000+)","Employer prevalence with one blend-consumable base: 34% all-UK provide total reward statements (CIPD PPT 2024, n=832 weighted, grade A). The extra cuts (37% private / 26% public / 17% voluntary; 65% at 1,000+) include no SME rate and no 250+ large rate, so the blend cannot consume them — 1,000+ is not the cohort's large cut. Base is genuinely all-UK, so no-blend emission with the base caveat is al"
PROP_9e4ad87f,RECHECK,CONTEXT_VALUE,,,,"context: value figure (pay-AWARD median 3%; band split 3-3.99% = 40% of employers, 5%+ = 15%) — award distribution, not budget-as-%-of-payroll; no marginal","Question asks the salary-increase BUDGET as % of payroll for the LAST COMPLETED review (numeric). The anchor is CIPD LMO's expected basic PAY AWARD — a value/level distribution of a different construct (the settlement, not the planning pot, which also absorbs promotions/market adjustments and sits above the award) and forward-looking rather than retrospective. Even though the anchor contains a ban"
PROP_dff9a2a5,RECHECK,CONTEXT_VALUE,,,,"context: value figure (~3% is median award SIZE from CIPD LMO Spring 2026, not a coverage share; '<0%/freeze small tail' is directional only) — no marginal","Question asks a COVERAGE proportion (share of headcount receiving any increase; seeded '95%-100% 41%'). The register's only number, ~3%, is the median award VALUE — the same CIPD LMO median that already anchors PROP_634adacd — relabelled with a coverage prefix. A value cannot calibrate a coverage marginal, and the freeze-tail clause carries no figure. Row stays as context; the row needs a genuine "
PROP_fe1a29ec,RECHECK,SINGLE_BASE,,,,"no-blend all-UK 0.495; caveats carried: BENEFITS-side benchmarking only (anchor self-disclaims pay-survey usage), no 'at least annually' frequency cut, Drewberry broker-book n=626 indicative not nationally weighted","Genuine employer-prevalence (49.5% benchmark benefits vs 46.8% not) on a flat single base that is all-UK-shaped, so it meets the SINGLE_BASE emit-with-caveat test. But three caveats must travel with the marginal: (1) it anchors only the benefits half of a compound pay/benefits question whose examples are pay-side; (2) it has no frequency dimension against the question's annual threshold, so 0.495 "
RED_COST_01,RECHECK,CONTEXT_VALUE,,,,"context: value figure (statutory £751/wk cap, £22,530 max, age-banded formula) — no marginal; observed average cost per employee remains unanchored","The anchor is a statutory reference — weekly-pay cap £751, max statutory payment £22,530, the 0.5/1/1.5-weeks-per-year formula (gov.uk verified, Grade A) — a legal VALUE bound, not a prevalence of anything. The register row itself already concedes this twice: base field says 'This is the LEGAL BASELINE, not a prevalence', and bucket_why says 'no %-value in anchor'. The question asks an OBSERVED AV"
RED_TERM_02,RECHECK,CONTEXT_VALUE,,,,"context: value figure (statutory cap £751/wk from Apr 2026, 30 weeks max) — no marginal; enhanced-offer distribution unanchored; seeded bands already Check-C flagged degenerate","The anchor is statutory mechanics — £719/wk 2025/26 rising to £751 Apr 2026, 30-week maximum (IRIS/employment-law sources, Grade A; bucket_why 'no %-value in anchor') — a VALUE, not a prevalence. Double mismatch with the question: (a) statutory floor vs employer-OFFERED maximum — the question asks about enhanced terms above statutory (RED_TERM_01 confirms enhanced redundancy is common in large/str"
REW263_BEN_CICOVER,RECHECK,BLEND_ELIGIBLE,,,,"blend 0.12/0.42 (SME/large, on-row) -> 0.379 offer; emit 'Not applicable' 0.621 only; lump-sum-vs-multiple split stays unanchored (Drewberry = context)","On-row anchor carries the full split: 23% all / 42% large / 12% SME (CIPD H&W 2025, Grade A). Blend: (0.12*30 + 0.42*190)/220 = 0.379 offering CI cover, 'Not applicable' 0.621 — this closes the gap the recheck flagged: the audit compared the seeded 63% N/A against the 23% all-UK rate (implying 77% N/A) and saw a 14pp discrepancy, but against the correct cohort blend the seed is within 1pp (0.621 v"
REW263_BEN_DENTAL,RECHECK,BLEND_ELIGIBLE,,,,"blend 0.15/0.37 (SME/large cash-plan rates, on-row) -> 0.340 any-dental proxy; emit no-dental mass 0.660 only, carrying cash-plan-proxy caveat; employer-paid vs voluntary split stays unanchored","On-row anchor carries the full split: 24% all / 37% large / 15% SME (CIPD H&W 2025, Grade A). Blend: (0.15*30 + 0.37*190)/220 = 0.340, so the no-dental mass is 0.660 vs seeded 75% (58% N/A + 17% not-offered). Two caveats must ride with the emission. Product proxy: the figure counts dental CASH PLANS, not insured dental cover, so any-dental prevalence is somewhat above 0.340 (Aon 2025 grade-B: empl"
REW263_GOV_BENOBJ,RECHECK,SINGLE_BASE,,,,"no-blend all-UK 0.77 has-objectives / 0.22 none; constrains objectives limb only, review-against-them limb unanchored","Employer prevalence, single all-UK base: 77% have objectives for benefits / 22% none (CIPD Reward Survey Feb 2026, n=1,059, grade A; source has large/SME ns but the anchor states no per-size rates, so nothing to blend). Base is all-UK — emit no-blend with the base caveat. Same two-limb pattern as PROP_674db2fc, confirmed by the recheck: the live question adds 'and reviewed against them?', and the "
REW263_GOV_FLEXALLOW,RECHECK,SINGLE_BASE,,,,"no-blend flat-UK 0.39 offers-flexible-benefits (Broadstone n~200), emit only with upper-bound caveat: broad flex-benefits construct, not allowance-specific, plus benefits-engaged convenience sample; do not use Drewberry 0.252","Employer prevalence with one flat base: 39% offer flexible benefits (Broadstone Nov 2023, n~200, grade B), no SME/large split. The base is not weighted all-UK — it is a broker-client convenience sample with benefits-engaged skew — but it is plausibly cohort-like for a 220-org benefits-benchmarking cohort that is itself benefits-engaged and 86% large, so no-blend emission is permitted under the sin"
REW263_REC_PEER,RECHECK,CONTEXT_SUBGROUP,,,,"context: superset-scope figure - 0.66 is any-recognition-scheme prevalence (legacy platform 2019-20, n=74, large/FTSE skew), an upper bound only for peer-to-peer; unrebaseable, no P2P marginal until a P2P-specific source arrives","The mismatch here is scope-side rather than denominator-side, but the operative property is the same as the subgroup class: no arithmetic converts the measured quantity into the asked one. The 66% measures ANY recognition scheme (manager-led dominated); peer-to-peer via points/social platform is a proper subset, and the anchor self-flags 'peer-to-peer subset not separately split'. Emitting 0.66 wo"
REW263_TIME_NEONATAL,RECHECK,CONTEXT_VALUE,,,,context: statutory entitlement value (up to 12 wks from Apr 2025) - enhancement prevalence unmeasured; no marginal,"Self-aware anchor: it states that above-statutory enhancement is the seed's subject and then supplies no figure for it - only the statutory entitlement's existence and duration (a value). The 'Statutory only 66%' seed is unanchored on its discriminating dimension; the register note's judgment that ~34% enhance is 'plausible for a brand-new entitlement' is an editorial plausibility call, not a meas"
REW263_TIME_PATPAY,RECHECK,CONTEXT_SUBGROUP,,,,"context: self-selected benchmark-tier base - 0.67 is Bright Horizons top-tier (family-friendly benchmark participants), 0.21 broad measures a different quantity (enhance >2wks, not any-enhance); non-comparable, unblendable, no marginal. Re-base candidate already in notes: CIPD working-parents 2022 all-UK Grade A (36% statutory-minimum only) - if David promotes it to real_anchor the row becomes SIN","The real_anchor's 67% comes from a self-selected benchmark cohort (employers who opt into a family-friendly benchmark) - an unblendable subgroup, not an SME/large or all/large split. The paired 21% is not the same quantity (enhance >2 weeks vs enhance at all), so the two rates cannot feed the cohort blend, and the register itself flags BASE-CRITICAL with which base authoritative unresolved. Emitti"
REW263_TIME_PREGLOSS,RECHECK,CONTEXT_VALUE,,,,"context: legal-horizon note (statutory pregnancy-loss leave from 2027 under ERA 2025, currently discretionary; incoming right is UNPAID while the question asks PAID) - no prevalence; no marginal","Forward-looking legal note with no measured quantity of any kind: it establishes that provision is currently discretionary and that a statutory right lands in 2027. No figure exists for the 'No specific provision 50%' seed. The audit adds the decisive polarity nuance: the incoming 2027 entitlement is UNPAID bereavement-type leave, so even once live the statutory fact will not answer this paid-leav"
REW263_WEL_MGRTRAIN,RECHECK,CONTEXT_SUBGROUP,,,,context: org-level base (29% of orgs train line managers) on a manager-denominator coverage question; no marginal unless a trained-manager-proportion distribution arrives,"Denominator mismatch that no caveat can bridge. The live question asks what PROPORTION of an org's people managers have completed mental-health training — a within-org coverage rate whose answer bands are manager-denominated. The anchor's 29% (CIPD H&W 2025 Fig11, all orgs, grade A) is org-denominated: the share of employers that train line managers at all. An org that trained 3 of 40 managers sit"
REW263_WEL_OH,RECHECK,BLEND_ELIGIBLE,,,,"blend 0.39/0.86 -> (0.39*30 + 0.86*190)/220 = 0.796 cohort OH-access rate; access limb only, SLA limb stays unanchored","Register anchor carries a clean employer-prevalence with a full based split: 69% all-UK, 86% large (250+), 39% SME (CIPD H&W 2025, n=1,101, grade A, base 'all-UK / large split'). The cohort blend consumes SME 0.39 and large 0.86 directly, giving 0.796. The recheck's scope issue is the compound question: the live question ('Do employees have access to occupational health, and what is the typical re"
REW26_BEN_PENSION_MATCH,RECHECK,BLEND_ELIGIBLE,,,,blend 0.16/0.57 (SME Fig25 adopted from REW_BEN_100 / large Fig24 on-row) -> 0.514 offer; anchors offer-vs-None split only; 'up to what level' bands stay estimate-flagged,"Question is a genuine offer-prevalence ask ('Do you offer pension contribution matching...'), so the variable matches; only the base was incomplete. On-row firm read is large-only 57% (CIPD Feb 2026 Fig24, Grade A) with 'All-UK prevalence not separately published'. But the register itself already holds the missing half: REW_BEN_100 carries the same survey's Fig25 SME = 16% (its notes: 'Fig24 large"
